nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital
2,0.0,0.0,0.0,5.0,0.0,100.0
2,10415.93776104016,20.0,0.0,5.0,40.0,60.0
2,10420.860979445913,20.0,100.0,5.0,40.0,120.0
2,10462.252889763064,20.0,100.0,5.0,40.0,180.0
2,10535.11363805066,20.0,100.0,5.0,40.0,240.0
2,10639.823557634647,20.0,100.0,5.0,40.0,300.0
2,10763.136267593507,20.0,100.0,5.0,40.0,360.0
2,10893.0534244881,40.0,100.0,5.0,40.0,420.0
2,11010.773988532312,40.0,200.0,5.0,40.0,580.0
2,11126.89439273258,27.10293461070956,200.0,5.0,40.0,740.0
2,11240.953773600828,23.055422087814403,135.51467305354782,5.0,40.0,835.5146730535478
2,11365.195141098246,0.0,115.27711043907202,5.0,40.0,910.7917834926197
2,11515.985071417572,20.0,0.0,5.0,40.0,870.7917834926197
2,11648.747264291756,20.0,100.0,5.0,40.0,930.7917834926197
2,11791.278885002162,20.0,100.0,5.0,40.0,990.7917834926197
2,11932.953192819099,20.0,100.0,5.0,40.0,1050.7917834926197
2,12062.305483825967,13.67569435859708,100.0,5.0,40.0,1110.7917834926197
2,12188.20315794614,20.0,68.3784717929854,5.0,40.0,1139.1702552856052
2,12313.235439183482,1.5773590941288171,100.0,5.0,40.0,1199.1702552856052
2,12456.74988281459,20.0,7.886795470644086,5.0,40.0,1167.0570507562493
2,12580.379761601716,20.0,100.0,5.0,40.0,1227.0570507562493
2,12670.867669119465,20.0,100.0,5.0,40.0,1287.0570507562493
2,12756.594757542805,30.190987808329506,100.0,5.0,40.0,1347.0570507562493
2,12845.015985323753,20.0,150.95493904164755,5.0,40.0,1458.0119897978968
2,12930.107063209343,20.0,100.0,5.0,40.0,1518.0119897978968
2,13015.010079258938,20.0,100.0,5.0,40.0,1578.0119897978968
2,13091.809932797767,20.0,100.0,5.0,40.0,1638.0119897978968
2,13173.41884273096,20.0,100.0,5.0,40.0,1698.0119897978968
2,13255.651163093054,20.0,100.0,5.0,40.0,1758.0119897978968
2,13327.934259518095,12.864683456690592,100.0,5.0,40.0,1818.0119897978968
2,13380.905484432755,0.0,64.32341728345295,5.0,40.0,1842.3354070813498
2,13415.497301740947,0.0,0.0,5.0,40.0,1802.3354070813498
2,13454.602940505793,0.0,0.0,5.0,40.0,1762.3354070813498
2,13504.488606529774,0.0,0.0,5.0,40.0,1722.3354070813498
2,13525.759570627872,0.0,0.0,5.0,40.0,1682.3354070813498
2,13553.133006743758,0.0,0.0,5.0,40.0,1642.3354070813498
2,13592.472714954545,0.0,0.0,5.0,40.0,1602.3354070813498
2,13632.10185160016,0.0,0.0,5.0,40.0,1562.3354070813498
2,13655.701525615508,9.475795592397295,0.0,5.0,40.0,1522.3354070813498
2,13671.266116408355,20.0,47.37897796198648,5.0,40.0,1529.7143850433363
2,13672.265713755369,20.0,100.0,5.0,40.0,1589.7143850433363
2,13684.496929272716,20.0,100.0,5.0,40.0,1649.7143850433363
2,13704.339715137236,20.0,100.0,5.0,40.0,1709.7143850433363
2,13712.808619978723,20.0,100.0,5.0,40.0,1769.7143850433363
2,13724.869834010773,17.913477576750143,100.0,5.0,40.0,1829.7143850433363
2,13747.789263514824,8.603402961022766,89.56738788375071,5.0,40.0,1879.2817729270869
2,13784.665931758229,20.0,43.01701480511383,5.0,40.0,1882.2987877322007
2,13820.190329079564,20.0,100.0,5.0,40.0,1942.2987877322007
