nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital
20,0.0,0.0,0.0,5.0,0.0,100.0
20,10484.18640728825,110.96335732634333,0.0,5.0,400.0,-300.0
20,10413.425470478489,81.01949166156292,554.8167866317167,5.0,400.0,-145.1832133682833
20,10406.09228297905,0.0,405.09745830781463,5.0,400.0,-140.08575506046867
20,10505.9660356375,0.0,0.0,5.0,400.0,-540.0857550604687
20,10624.217068207094,0.0,0.0,5.0,400.0,-940.0857550604687
20,10758.680709328832,0.0,0.0,5.0,400.0,-1340.0857550604687
20,10893.962229446226,0.0,0.0,5.0,400.0,-1740.0857550604687
20,11023.244215524634,112.14580818452254,0.0,5.0,400.0,-2140.0857550604687
20,11047.490944609934,0.0,560.7290409226127,5.0,400.0,-1979.356714137856
20,11154.054295525035,0.0,0.0,5.0,400.0,-2379.356714137856
20,11247.209638017455,0.0,0.0,5.0,400.0,-2779.356714137856
20,11346.713270389473,0.0,0.0,5.0,400.0,-3179.356714137856
20,11438.024598756583,98.40214344032961,0.0,5.0,400.0,-3579.356714137856
20,11434.422719212913,137.63800590916875,492.01071720164805,5.0,400.0,-3487.3459969362084
20,11394.846825773147,118.7263020891238,688.1900295458438,5.0,400.0,-3199.155967390365
20,11361.812858229541,27.191390992310875,593.631510445619,5.0,400.0,-3005.524456944746
20,11413.847728138331,20.0,135.95695496155437,5.0,400.0,-3269.5675019831915
20,11478.637866727082,150.28445312332374,100.0,5.0,400.0,-3569.5675019831915
20,11426.126364458343,180.0,751.4222656166187,5.0,400.0,-3218.145236366573
20,11352.344519308705,113.92583329344487,900.0,5.0,400.0,-2718.145236366573
20,11327.304243277456,65.86232426556177,569.6291664672243,5.0,400.0,-2548.5160698993486
20,11344.989932405657,95.32036416338403,329.3116213278089,5.0,400.0,-2619.2044485715396
20,11351.452931131513,101.2962268734508,476.6018208169201,5.0,400.0,-2542.6026277546193
20,11340.561213179197,41.73819719360026,506.48113436725407,5.0,400.0,-2436.1214933873653
20,11398.859232901174,0.0,208.69098596800126,5.0,400.0,-2627.430507419364
20,11486.433866407035,0.0,0.0,5.0,400.0,-3027.430507419364
20,11571.983142673851,0.0,0.0,5.0,400.0,-3427.430507419364
20,11666.70715996438,39.230710885313236,0.0,5.0,400.0,-3827.430507419364
20,11723.156906483073,0.0,196.1535544265662,5.0,400.0,-4031.2769529927978
20,11814.594495243055,0.0,0.0,5.0,400.0,-4431.276952992797
20,11908.658178456972,0.0,0.0,5.0,400.0,-4831.276952992797
20,11993.736344325534,0.0,0.0,5.0,400.0,-5231.276952992797
20,12032.741568116387,0.0,0.0,5.0,400.0,-5631.276952992797
20,12064.02127724335,20.0,0.0,5.0,400.0,-6031.276952992797
20,12049.3118494865,28.27614666300487,100.0,5.0,400.0,-6331.276952992797
20,12039.410342514602,100.0,141.38073331502437,5.0,400.0,-6589.896219677773
20,11950.318957385349,79.92075726561619,500.0,5.0,400.0,-6489.896219677773
20,11881.682582597912,36.900975741581604,399.6037863280809,5.0,400.0,-6490.292433349692
20,11842.427069644187,100.0,184.504878707908,5.0,400.0,-6705.7875546417845
20,11739.425561840158,140.0,500.0,5.0,400.0,-6605.7875546417845
20,11607.292148105544,145.59682177715882,700.0,5.0,400.0,-6305.7875546417845
20,11463.947755340554,127.34354347374304,727.9841088857942,5.0,400.0,-5977.803445755991
20,11345.751118263306,102.84683025287109,636.7177173687152,5.0,400.0,-5741.085728387276
20,11266.147570710318,89.57365602266819,514.2341512643554,5.0,400.0,-5626.85157712292
20,11194.221833068807,80.0,447.868280113341,5.0,400.0,-5578.9832970095795
20,11145.687176878173,63.48110072272254,400.0,5.0,400.0,-5578.9832970095795
20,11124.032073750532,69.69640175307993,317.40550361361267,5.0,400.0,-5661.577793395967
20,11108.710795155517,91.79156524283596,348.4820087653996,5.0,400.0,-5713.095784630567
20,11068.52447391626,38.458663073410655,458.9578262141798,5.0,400.0,-5654.137958416388
20,11048.703997688668,157.7341386502258,192.29331536705328,5.0,400.0,-5861.844643049335
20,10921.591859587776,145.48038588566715,788.670693251129,5.0,400.0,-5473.173949798206
20,10822.73174137714,29.48004931378584,727.4019294283357,5.0,400.0,-5145.77202036987
20,10832.907685451097,0.0,147.40024656892922,5.0,400.0,-5398.371773800941
20,10875.336821403223,0.0,0.0,5.0,400.0,-5798.371773800941
20,10936.798500473398,40.0,0.0,5.0,400.0,-6198.371773800941
20,10962.348251939327,56.561184278232645,200.0,5.0,400.0,-6398.371773800941
20,10982.85452611434,80.0,282.8059213911632,5.0,400.0,-6515.565852409778
20,10981.110652095576,120.0,400.0,5.0,400.0,-6515.565852409778
20,10921.677646539807,102.35402921154729,600.0,5.0,400.0,-6315.565852409778
20,10876.638035284846,101.78820860275448,511.77014605773644,5.0,400.0,-6203.795706352042
20,10809.776985286528,119.23971310067365,508.9410430137724,5.0,400.0,-6094.854663338269
20,10732.776629029067,101.01177570678769,596.1985655033684,5.0,400.0,-5898.656097834901
20,10672.583977616561,86.46232742962688,505.05887853393835,5.0,400.0,-5793.597219300962
20,10621.219983843252,30.321118375781406,432.3116371481344,5.0,400.0,-5761.285582152827
