nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital
14,0.0,0.0,0.0,5.0,0.0,100.0
14,10385.704442217973,64.94614899358831,0.0,5.0,280.0,-180.0
14,10405.461620541468,0.0,324.7307449679416,5.0,280.0,-135.26925503205842
14,10516.376348118758,0.0,0.0,5.0,280.0,-415.2692550320584
14,10639.463657534958,0.0,0.0,5.0,280.0,-695.2692550320585
14,10764.591507398512,0.0,0.0,5.0,280.0,-975.2692550320585
14,10892.412598016357,0.0,0.0,5.0,280.0,-1255.2692550320585
14,11018.521676934928,0.0,0.0,5.0,280.0,-1535.2692550320585
14,11135.553572353741,0.0,0.0,5.0,280.0,-1815.2692550320585
14,11248.165281800211,0.0,0.0,5.0,280.0,-2095.2692550320585
14,11377.047331260503,0.0,0.0,5.0,280.0,-2375.2692550320585
14,11503.791125191838,20.0,0.0,5.0,280.0,-2655.2692550320585
14,11624.71762796054,40.0,100.0,5.0,280.0,-2835.2692550320585
14,11731.14382482516,88.84086491651163,200.0,5.0,280.0,-2915.2692550320585
14,11794.607522405078,94.98716778386496,444.2043245825582,5.0,280.0,-2751.0649304495005
14,11838.19802768954,100.0,474.9358389193248,5.0,280.0,-2556.1290915301756
14,11865.552472872901,97.89915667728445,500.0,5.0,280.0,-2336.1290915301756
14,11874.790179910979,88.80644559575175,489.49578338642226,5.0,280.0,-2126.6333081437533
14,11880.093167553981,144.64408067395507,444.0322279787588,5.0,280.0,-1962.6010801649945
14,11832.04107422356,94.04715477056543,723.2204033697753,5.0,280.0,-1519.3806767952192
14,11817.8735560072,40.0,470.23577385282715,5.0,280.0,-1329.144902942392
14,11860.187085212052,17.352378234090015,200.0,5.0,280.0,-1409.144902942392
14,11931.428978611908,80.0,86.76189117045007,5.0,280.0,-1602.383011771942
14,11946.87349125815,4.422437367659949,400.0,5.0,280.0,-1482.383011771942
14,12033.613756716932,0.0,22.112186838299746,5.0,280.0,-1740.2708249336422
14,12127.156123871202,0.0,0.0,5.0,280.0,-2020.2708249336422
14,12208.866158611252,0.0,0.0,5.0,280.0,-2300.270824933642
14,12293.084000793702,0.0,0.0,5.0,280.0,-2580.270824933642
14,12372.593913589848,0.0,0.0,5.0,280.0,-2860.270824933642
14,12453.667854374737,0.0,0.0,5.0,280.0,-3140.270824933642
14,12535.643033845332,0.0,0.0,5.0,280.0,-3420.270824933642
14,12609.100397909557,0.0,0.0,5.0,280.0,-3700.270824933642
14,12699.254132754684,40.0,0.0,5.0,280.0,-3980.270824933642
14,12763.047259982799,40.0,200.0,5.0,280.0,-4060.270824933642
