nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
12,5844.104246382063,0.0,0.0,1.0,9.0,9.9999991E7,-9.0
12,5843.180716956175,49.09047566960933,49.09047566960933,1.0,9.0,1.0000003109047566E8,40.09047566960933
12,5842.26803551337,49.082718022431884,49.082718022431884,1.0,9.0,1.000000711731937E8,40.082718022431884
12,5841.3660713072195,49.07505149831232,49.07505149831232,1.0,9.0,1.000001112482452E8,40.07505149831232
12,5840.4746952436935,49.06747499898066,49.06747499898066,1.0,9.0,1.000001513157202E8,40.06747499898066
12,5839.593779858538,49.059987440047024,49.059987440047024,1.0,9.0,1.0000019137570764E8,40.059987440047024
12,5838.723199294986,49.05258775081173,49.05258775081173,1.0,9.0,1.0000023142829539E8,40.05258775081173
12,5837.8628292818075,49.04527487407788,49.04527487407788,1.0,9.0,1.0000027147357026E8,40.04527487407788
12,5837.012547111682,49.03804776596717,49.03804776596717,1.0,9.0,1.0000031151161802E8,40.03804776596717
12,5836.172231619963,49.03090539573814,49.03090539573814,1.0,9.0,1.0000035154252341E8,40.03090539573814
12,5835.34176316371,49.02384674560768,49.02384674560768,1.0,9.0,1.0000039156637016E8,40.02384674560768
12,5834.521023601031,49.01687081057515,49.01687081057515,1.0,9.0,1.0000043158324097E8,40.01687081057515
12,5833.709896270812,49.00997659824864,49.00997659824864,1.0,9.0,1.0000047159321757E8,40.00997659824864
12,5832.908265972668,49.003163128674835,49.003163128674835,1.0,9.0,1.000005115963807E8,40.003163128674835
12,5832.116018947258,48.9964294341704,48.9964294341704,1.0,9.0,1.0000055159281012E8,39.9964294341704
12,5831.333042856888,48.98977455915696,48.98977455915696,1.0,9.0,1.0000059158258468E8,39.98977455915696
12,5830.559226766353,48.983197559997876,48.983197559997876,1.0,9.0,1.0000063156578223E8,39.983197559997876
12,5829.794461124147,48.97669750483737,48.97669750483737,1.0,9.0,1.0000067154247974E8,39.97669750483737
12,5829.0386377439245,48.97027347344285,48.97027347344285,1.0,9.0,1.0000071151275322E8,39.97027347344285
12,5828.291649786186,48.963924557048976,48.963924557048976,1.0,9.0,1.0000075147667778E8,39.963924557048976
12,5827.553391740331,48.95764985820396,48.95764985820396,1.0,9.0,1.0000079143432763E8,39.95764985820396
12,5826.823759406902,48.95144849061878,48.95144849061878,1.0,9.0,1.0000083138577612E8,39.95144849061878
12,5826.102649880132,48.94531957901797,48.94531957901797,1.0,9.0,1.000008713310957E8,39.94531957901797
12,5825.389961530743,48.939262258993125,48.939262258993125,1.0,9.0,1.0000091127035795E8,39.939262258993125
12,5824.68559398898,48.93327567685822,48.93327567685822,1.0,9.0,1.0000095120363362E8,39.93327567685822
12,5823.989448127937,48.92735898950745,48.92735898950745,1.0,9.0,1.000009911309926E8,39.92735898950745
12,5823.301426047068,48.92151136427467,48.92151136427467,1.0,9.0,1.0000103105250397E8,39.92151136427467
12,5822.621431056009,48.91573197879538,48.91573197879538,1.0,9.0,1.0000107096823595E8,39.91573197879538
12,5821.94936765859,48.91002002087048,48.91002002087048,1.0,9.0,1.0000111087825598E8,39.91002002087048
12,5821.285141537086,48.904374688332155,48.904374688332155,1.0,9.0,1.0000115078263067E8,39.904374688332155
12,5820.628659536725,48.89879518891154,48.89879518891154,1.0,9.0,1.0000119068142585E8,39.89879518891154
12,5819.979829650376,48.8932807401085,48.8932807401085,1.0,9.0,1.000012305747066E8,39.8932807401085
12,5819.3385610035175,48.887830569063176,48.887830569063176,1.0,9.0,1.0000127046253717E8,39.887830569063176
12,5818.704763839375,48.88244391242956,48.88244391242956,1.0,9.0,1.0000131034498109E8,39.88244391242956
12,5818.078349504296,48.87712001625075,48.87712001625075,1.0,9.0,1.000013502221011E8,39.87712001625075
12,5817.459230433333,48.8718581358361,48.8718581358361,1.0,9.0,1.0000139009395924E8,39.8718581358361
12,5816.8473201360175,48.86665753564001,48.86665753564001,1.0,9.0,1.0000142996061678E8,39.86665753564001
12,5816.242533182394,48.86151748914253,48.86151748914253,1.0,9.0,1.0000146982213427E8,39.86151748914253
12,5815.644785189176,48.8564372787321,48.8564372787321,1.0,9.0,1.0000150967857155E8,39.8564372787321
12,5815.14115559644,48.76497679164899,48.76497679164899,1.0,9.0,1.0000154944354834E8,39.76497679164899
12,5818.660891099847,44.776586898092596,44.776586898092596,1.0,9.0,1.0000158522013524E8,35.776586898092596
12,5822.142112096228,44.80368886146882,44.80368886146882,1.0,9.0,1.0000162102382411E8,35.80368886146882
12,5825.585191659973,44.83049426314095,44.83049426314095,1.0,9.0,1.0000165685431838E8,35.83049426314095
12,5828.990500366805,44.85700597578181,44.85700597578181,1.0,9.0,1.0000169271132435E8,35.85700597578181
12,5832.358406283431,44.88322685282441,44.88322685282441,1.0,9.0,1.000017285945512E8,35.88322685282441
12,5831.572594022305,48.99181061278083,48.99181061278083,1.0,9.0,1.0000176858636183E8,39.99181061278083
12,5830.795975692306,48.98520978978737,48.98520978978737,1.0,9.0,1.0000180857157162E8,39.98520978978737
12,5830.028441318853,48.97868619581535,48.97868619581535,1.0,9.0,1.0000184855025782E8,39.97868619581535
12,5829.269882298161,48.972238907078356,48.972238907078356,1.0,9.0,1.0000188852249673E8,39.972238907078356
12,5828.52019137892,48.965867011304546,48.965867011304546,1.0,9.0,1.0000192848836374E8,39.965867011304546
12,5827.779262644178,48.959569607582914,48.959569607582914,1.0,9.0,1.0000196844793335E8,39.959569607582914
12,5827.046991493569,48.9533458062111,48.9533458062111,1.0,9.0,1.0000200840127915E8,39.9533458062111
12,5826.3232746257445,48.947194728546,48.947194728546,1.0,9.0,1.0000204834847388E8,39.947194728546
12,5825.608010021095,48.941115506856256,48.941115506856256,1.0,9.0,1.0000208828958939E8,39.941115506856256
12,5824.901096924749,48.93510728417718,48.93510728417718,1.0,9.0,1.0000212822469668E8,39.93510728417718
12,5824.202435829738,48.9291692141679,48.9291692141679,1.0,9.0,1.0000216815386589E8,39.9291692141679
12,5823.5119284605225,48.923300460969784,48.923300460969784,1.0,9.0,1.0000220807716635E8,39.923300460969784
12,5822.829477756674,48.91750019906837,48.91750019906837,1.0,9.0,1.0000224799466655E8,39.91750019906837
12,5822.15498785686,48.91176761315605,48.91176761315605,1.0,9.0,1.0000228790643416E8,39.91176761315605
12,5821.488364082991,48.90610189799764,48.90610189799764,1.0,9.0,1.0000232781253606E8,39.90610189799764
12,5820.829512924666,48.90050225829712,48.90050225829712,1.0,9.0,1.0000236771303833E8,39.90050225829712
12,5820.178342023826,48.894967908567175,48.894967908567175,1.0,9.0,1.0000240760800624E8,39.894967908567175
12,5822.818729849229,45.63275360548119,45.63275360548119,1.0,9.0,1.0000244424075985E8,36.63275360548119
12,5826.254390577209,44.83570421983906,44.83570421983906,1.0,9.0,1.0000248007646407E8,35.83570421983906
12,5829.652352657163,44.86215880744451,44.86215880744451,1.0,9.0,1.0000251593862288E8,35.86215880744451
12,5833.01298366377,44.88832311546014,44.88832311546014,1.0,9.0,1.0000255182694599E8,35.88832311546014
12,5836.336648651367,44.91419997421104,44.91419997421104,1.0,9.0,1.0000258774114597E8,35.91419997421104
12,5839.6237101454435,44.93979219461552,44.93979219461552,1.0,9.0,1.0000262368093817E8,35.93979219461552
12,5842.874528134852,44.96510256811991,44.96510256811991,1.0,9.0,1.0000265964604074E8,35.96510256811991
12,5846.089460064897,44.99013386663836,44.99013386663836,1.0,9.0,1.000026956361746E8,35.99013386663836
