nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital
18,0.0,0.0,0.0,5.0,0.0,100.0
18,9758.225578684802,156.1302296859936,0.0,5.0,360.0,-260.0
18,9685.777079794236,51.76534201567583,780.6511484299681,5.0,360.0,160.6511484299681
18,9746.758326723726,0.0,258.82671007837916,5.0,360.0,59.47785850834725
18,9875.57008887365,0.0,0.0,5.0,360.0,-300.52214149165275
18,10021.25921058132,0.0,0.0,5.0,360.0,-660.5221414916527
18,10174.803178824784,0.0,0.0,5.0,360.0,-1020.5221414916527
18,10340.135822551658,0.0,0.0,5.0,360.0,-1380.5221414916527
18,10512.808267935045,0.0,0.0,5.0,360.0,-1740.5221414916527
18,10684.542008675025,20.0,0.0,5.0,360.0,-2100.5221414916527
18,10819.765224256398,20.0,100.0,5.0,360.0,-2360.5221414916527
18,10967.265297789603,55.146198255644435,100.0,5.0,360.0,-2620.5221414916527
18,11073.138380044375,0.0,275.7309912782222,5.0,360.0,-2704.7911502134307
18,11210.912072933676,40.0,0.0,5.0,360.0,-3064.7911502134307
18,11294.906136073632,40.0,200.0,5.0,360.0,-3224.7911502134307
18,11370.050063774026,30.82133750831548,200.0,5.0,360.0,-3384.7911502134307
18,11456.68479421859,0.0,154.1066875415774,5.0,360.0,-3590.6844626718535
18,11589.092753848645,0.0,0.0,5.0,360.0,-3950.6844626718535
18,11722.424320112388,190.29274163812823,0.0,5.0,360.0,-4310.684462671854
18,11665.73364284509,137.09526698297222,951.4637081906412,5.0,360.0,-3719.2207544812127
18,11643.636009796386,0.0,685.476334914861,5.0,360.0,-3393.7444195663516
18,11765.504603507005,0.0,0.0,5.0,360.0,-3753.7444195663516
18,11888.681084266569,174.28930837025212,0.0,5.0,360.0,-4113.744419566352
18,11859.014854943047,119.11436300442075,871.4465418512607,5.0,360.0,-3602.297877715091
18,11877.838972515563,80.0,595.5718150221037,5.0,360.0,-3366.7260626929874
18,11924.084654969147,69.73694923469397,400.0,5.0,360.0,-3326.7260626929874
18,11974.194214645704,0.6695084674548348,348.6847461734699,5.0,360.0,-3338.0413165195177
18,12093.378522449575,0.0,3.347542337274174,5.0,360.0,-3694.6937741822435
18,12203.214126299381,0.0,0.0,5.0,360.0,-4054.6937741822435
18,12291.549510643963,0.0,0.0,5.0,360.0,-4414.693774182244
18,12372.414899395013,0.0,0.0,5.0,360.0,-4774.693774182244
18,12448.18721175881,0.0,0.0,5.0,360.0,-5134.693774182244
18,12520.850216576046,0.0,0.0,5.0,360.0,-5494.693774182244
18,12589.13758096191,0.0,0.0,5.0,360.0,-5854.693774182244
18,12647.94989424196,40.0,0.0,5.0,360.0,-6214.693774182244
18,12664.74221133613,40.0,200.0,5.0,360.0,-6374.693774182244
18,12666.472446395457,60.0,200.0,5.0,360.0,-6534.693774182244
18,12651.364359717289,94.76898515388956,300.0,5.0,360.0,-6594.693774182244
18,12586.22474082065,20.0,473.84492576944774,5.0,360.0,-6480.8488484127965
18,12597.124566954346,157.80906026419444,100.0,5.0,360.0,-6740.8488484127965
18,12452.439453825365,90.39704067594225,789.0453013209723,5.0,360.0,-6311.803547091824
18,12370.32576728825,60.0,451.9852033797112,5.0,360.0,-6219.818343712112
18,12336.774943367369,60.0,300.0,5.0,360.0,-6279.818343712112
18,12285.675539343561,95.03865298040499,300.0,5.0,360.0,-6339.818343712112
18,12213.435406450133,69.21842068652165,475.19326490202496,5.0,360.0,-6224.625078810088
18,12167.821205849637,60.0,346.0921034326083,5.0,360.0,-6238.5329753774795
18,12137.47249714743,90.44230140103784,300.0,5.0,360.0,-6298.5329753774795
18,12078.515451589268,20.0,452.2115070051892,5.0,360.0,-6206.32146837229
18,12101.780631589625,20.0,100.0,5.0,360.0,-6466.32146837229
18,12128.837843395184,20.0,100.0,5.0,360.0,-6726.32146837229
18,12173.64083708048,40.0,100.0,5.0,360.0,-6986.32146837229
18,12203.721555207114,99.27372203722771,200.0,5.0,360.0,-7146.32146837229
18,12167.422485963343,100.0,496.3686101861386,5.0,360.0,-7009.952858186151
18,12146.953770030985,100.0,500.0,5.0,360.0,-6869.952858186151
18,12128.037395902818,96.84713931461661,500.0,5.0,360.0,-6729.952858186151
18,12110.744533847963,119.18954008082764,484.23569657308303,5.0,360.0,-6605.717161613068
18,12061.040257585002,84.91107341999883,595.9477004041382,5.0,360.0,-6369.76946120893
18,12044.763014218872,89.55877585172514,424.5553670999942,5.0,360.0,-6305.214094108936
18,12024.093729846953,86.89728363343241,447.79387925862574,5.0,360.0,-6217.42021485031
18,11990.772305913018,127.9243020449447,434.48641816716207,5.0,360.0,-6142.933796683148
18,11909.349147786717,187.34482773903835,639.6215102247235,5.0,360.0,-5863.312286458425
18,11779.507109825487,185.6301901022327,936.7241386951918,5.0,360.0,-5286.588147763233
18,11625.832189758654,117.72216326176316,928.1509505111634,5.0,360.0,-4718.437197252069
18,11546.692807198557,40.0,588.6108163088157,5.0,360.0,-4489.826380943254
18,11535.85399427646,40.0,200.0,5.0,360.0,-4649.826380943254
18,11514.78773766979,40.808940248025756,200.0,5.0,360.0,-4809.826380943254
18,11478.342232603076,60.0,204.0447012401288,5.0,360.0,-4965.781679703125
18,11410.335954662865,60.0,300.0,5.0,360.0,-5025.781679703125
18,11360.241834912991,60.0,300.0,5.0,360.0,-5085.781679703125
18,11318.567645706666,41.51604818077108,300.0,5.0,360.0,-5145.781679703125
18,11298.521398603843,77.7030132849141,207.58024090385538,5.0,360.0,-5298.201438799269
18,11242.327505071584,63.368971331867854,388.51506642457053,5.0,360.0,-5269.686372374699
18,11209.712062164008,50.634721259675175,316.84485665933926,5.0,360.0,-5312.8415157153595
18,11193.517199677879,60.0,253.1736062983759,5.0,360.0,-5419.667909416984
18,11177.056016250232,60.0,300.0,5.0,360.0,-5479.667909416984
18,11157.339264514872,23.929261497384193,300.0,5.0,360.0,-5539.667909416984
18,11175.00050876451,18.260508364569112,119.64630748692096,5.0,360.0,-5780.021601930063
18,11185.403589528876,33.36103590650982,91.30254182284557,5.0,360.0,-6048.719060107218
18,11182.783064458816,37.60193790395053,166.80517953254912,5.0,360.0,-6241.913880574669
18,11174.349174556404,14.579216259175178,188.00968951975267,5.0,360.0,-6413.904191054916
18,11178.044071263845,18.858956150992118,72.89608129587589,5.0,360.0,-6701.00810975904
18,11165.969864924142,40.0,94.29478075496058,5.0,360.0,-6966.713329004079
18,11135.36594093013,140.0,200.0,5.0,360.0,-7126.713329004079
18,11014.639264143556,182.6112683945671,700.0,5.0,360.0,-6786.713329004079
18,10860.50916712228,123.81855734558644,913.0563419728353,5.0,360.0,-6233.656987031244
18,10771.556681866821,120.0,619.0927867279322,5.0,360.0,-5974.564200303312
18,10673.26702427842,85.36061391525352,600.0,5.0,360.0,-5734.564200303312
18,10599.048064820698,77.98717317693406,426.8030695762676,5.0,360.0,-5667.7611307270445
18,10532.51224024615,60.0,389.9358658846703,5.0,360.0,-5637.825264842374
18,10485.069225075029,59.02341242047336,300.0,5.0,360.0,-5697.825264842374
18,10441.717197939097,40.0,295.11706210236684,5.0,360.0,-5762.708202740007
18,10416.235020054364,60.0,200.0,5.0,360.0,-5922.708202740007
18,10367.144846972607,90.16523710054071,300.0,5.0,360.0,-5982.708202740007
18,10294.060812787591,120.0,450.82618550270354,5.0,360.0,-5891.882017237303
18,10172.320890760828,120.0,600.0,5.0,360.0,-5651.882017237303
18,10055.911392547472,111.77790517136145,600.0,5.0,360.0,-5411.882017237303
18,9963.869227863173,104.32972178265217,558.8895258568073,5.0,360.0,-5212.992491380496
18,9879.864690343496,52.60632305065684,521.6486089132609,5.0,360.0,-5051.343882467236
