nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital
24,0.0,0.0,0.0,5.0,0.0,100.0
24,10149.354135630583,90.72468144065671,0.0,5.0,480.0,-380.0
24,10127.066846281412,0.0,453.62340720328353,5.0,480.0,-406.37659279671647
24,10213.08111634471,0.0,0.0,5.0,480.0,-886.3765927967165
24,10309.706990083701,0.0,0.0,5.0,480.0,-1366.3765927967165
24,10422.937463216358,19.3884738746807,0.0,5.0,480.0,-1846.3765927967165
24,10519.0571268509,0.0,96.9423693734035,5.0,480.0,-2229.434223423313
24,10633.174158260745,0.0,0.0,5.0,480.0,-2709.434223423313
24,10742.115630988588,84.90677871746283,0.0,5.0,480.0,-3189.434223423313
24,10772.87456135629,0.0,424.53389358731414,5.0,480.0,-3244.900329835999
24,10904.506671371999,0.0,0.0,5.0,480.0,-3724.900329835999
24,11025.724667296061,0.0,0.0,5.0,480.0,-4204.9003298359985
24,11139.55142767099,0.0,0.0,5.0,480.0,-4684.9003298359985
24,11241.313777455318,99.98467915907091,0.0,5.0,480.0,-5164.9003298359985
24,11239.358156988992,66.39337607115982,499.9233957953545,5.0,480.0,-5144.976934040644
24,11233.110049930303,0.0,331.9668803557991,5.0,480.0,-5293.010053684845
24,11305.246324269556,0.0,0.0,5.0,480.0,-5773.010053684845
24,11379.72781126682,50.2867842875289,0.0,5.0,480.0,-6253.010053684845
24,11399.29692630388,86.13570865181549,251.43392143764453,5.0,480.0,-6481.576132247201
24,11391.482584222913,119.9004233907173,430.67854325907746,5.0,480.0,-6530.897588988123
24,11350.093685541375,14.733461739161331,599.5021169535864,5.0,480.0,-6411.395472034536
24,11411.498248065327,0.0,73.66730869580665,5.0,480.0,-6817.72816333873
24,11487.056350835926,63.514858621194776,0.0,5.0,480.0,-7297.72816333873
24,11514.139732224228,61.1117685185352,317.5742931059739,5.0,480.0,-7460.153870232756
24,11523.664767553744,0.0,305.558842592676,5.0,480.0,-7634.59502764008
24,11602.6050763877,0.0,0.0,5.0,480.0,-8114.59502764008
24,11650.3714556962,114.70636122613101,0.0,5.0,480.0,-8594.59502764008
24,11590.150413883493,121.48328903908022,573.531806130655,5.0,480.0,-8501.063221509425
24,11512.57770793906,0.0,607.4164451954011,5.0,480.0,-8373.646776314024
24,11556.600171830594,0.0,0.0,5.0,480.0,-8853.646776314024
24,11596.240670155908,0.0,0.0,5.0,480.0,-9333.646776314024
24,11634.102330948916,0.0,0.0,5.0,480.0,-9813.646776314024
24,11671.64010097936,0.0,0.0,5.0,480.0,-10293.646776314024
24,11705.125564326683,0.0,0.0,5.0,480.0,-10773.646776314024
24,11726.797082570412,0.0,0.0,5.0,480.0,-11253.646776314024
24,11746.813708502974,20.0,0.0,5.0,480.0,-11733.646776314024
