fish_stock,capture,income,nb_trawlers
0.0,0.0,0.0,5
19301.116680327475,20.0,0.0,5
18927.77227275323,20.0,0.0,5
18753.394838362306,42.71514648781191,0.0,5
18658.169804624955,60.0,113.57573243905954,5
18602.739077694732,60.0,313.57573243905955,5
18593.12027315345,30.73474891060922,513.5757324390595,5
18635.36670285067,40.0,567.2494769921057,5
18659.824506503854,45.19087193570601,667.2494769921057,5
18680.715160475276,60.0,793.2038366706357,5
18659.977684086418,60.0,993.2038366706357,5
18665.319034918066,51.73691777134253,1193.2038366706356,5
18697.347860137994,2.7770954163725463,1351.8884255273483,5
18772.219184206926,0.0,1265.773902609211,5
18873.591989753877,0.0,1165.773902609211,5
18969.79386256986,0.0,1065.773902609211,5
19049.755511346324,0.0,965.7739026092111,5
19097.57531670677,0.0,865.7739026092111,5
19152.892764658103,40.0,765.7739026092111,5
19182.05767706776,40.0,865.7739026092111,5
19222.773592268288,40.0,965.7739026092111,5
19231.324266833577,24.00382984150776,1065.773902609211,5
19281.93520063166,40.0,1085.7930518167498,5
19311.3653725737,45.07360493516923,1185.7930518167498,5
19346.44556014943,40.0,1311.1610764925958,5
19400.485371866693,21.52396641548654,1411.1610764925958,5
19492.338461755153,40.0,1418.7809085700285,5
19573.623562971632,40.0,1518.7809085700285,5
19619.35577123796,40.0,1618.7809085700285,5
19645.053718132112,40.0,1718.7809085700285,5
19664.31991276871,40.0,1818.7809085700285,5
19641.665796296576,60.0,1918.7809085700285,5
19560.78326943966,60.0,2118.7809085700283,5
19494.830729106543,60.0,2318.7809085700283,5
19429.231313780856,69.1646062763769,2518.7809085700283,5
19367.174340935533,99.70013228939997,2764.6039399519127,5
19290.416251725568,97.65252594831878,3163.1046013989126,5
19225.7234059773,61.49480622744172,3551.3672311405066,5
19209.53957884472,60.0,3758.841262277715,5
19207.8054779895,41.383123847898865,3958.841262277715,5
19222.928805924454,40.0,4065.7568815172094,5
19260.020195447378,40.0,4165.756881517209,5
19324.166192735054,40.0,4265.756881517209,5
19406.3019780789,40.0,4365.756881517209,5
19479.184755214217,40.0,4465.756881517209,5
19543.271455536556,40.0,4565.756881517209,5
19640.190581832867,38.06500388183322,4665.756881517209,5
19735.605195032902,40.0,4756.081900926375,5
19829.429486502348,40.0,4856.081900926375,5
19893.565845017532,40.0,4956.081900926375,5
19969.258320705914,60.0,5056.081900926375,5
20024.371214591723,60.0,5256.081900926375,5
20048.346973691885,71.8005688469749,5456.081900926375,5
20039.65194584561,76.7588439683361,5715.08474516125,5
20022.355074738287,20.340100232767725,5998.87896500293,5
20069.647120322887,53.29571021154227,6000.579466166769,5
20099.02334137917,33.687915177201454,6167.05801722448,5
20153.20694445347,40.0,6235.497593110487,5
20212.493560294573,40.0,6335.497593110487,5
20280.53030631471,40.0,6435.497593110487,5
20328.107595886864,40.0,6535.497593110487,5
20345.59539667378,40.0,6635.497593110487,5
20377.990263631746,26.446257802160964,6735.497593110487,5
20418.868559536928,20.0,6767.728882121292,5
20475.299637000873,20.0,6767.728882121292,5
20546.274801454743,11.211140421460877,6767.728882121292,5
20611.564894843053,40.0,6723.784584228597,5
20668.54836454675,40.0,6823.784584228597,5
20704.22517975788,30.146723953822182,6923.784584228597,5
20764.811519619285,60.0,6974.518203997708,5
20810.65995664694,40.0,7174.518203997708,5
20907.5770959363,38.77748952523252,7274.518203997708,5
20984.522490203482,40.0,7368.405651623871,5
21043.552102493013,47.57671968203665,7468.405651623871,5
21077.47183475039,20.0,7606.289250034054,5
21090.17892700901,40.0,7606.289250034054,5
21092.01066392591,40.0,7706.289250034054,5
21136.991101796066,22.028828732973185,7806.289250034054,5
21204.755544237792,40.0,7816.43339369892,5
21244.528976642407,20.283460809723767,7916.43339369892,5
21316.622116393693,20.0,7917.850697747538,5
21385.396349427305,20.0,7917.850697747538,5
21441.450674674194,20.0,7917.850697747538,5
21487.425810301113,20.0,7917.850697747538,5
21534.89033006837,40.0,7917.850697747538,5
21598.32615454548,40.0,8017.850697747538,5
21676.009472927028,53.421406618125225,8117.850697747538,5
21727.12843199133,60.0,8284.957730838165,5
21726.847503115492,92.49734590319852,8484.957730838165,5
21675.526136196135,94.76006984440318,8847.444460354158,5
