fish_stock,capture,income,nb_trawlers
0.0,0.0,0.0,5
1807.9899850810407,0.0,0.0,5
1941.0036322038347,0.0,-100.0,5
2081.329124087815,0.0,-200.0,5
2229.2067185134815,0.0,-300.0,5
2383.904764907597,0.0,-400.0,5
2542.790039391065,0.0,-500.0,5
2709.53974290709,0.0,-600.0,5
2882.3450688818293,0.0,-700.0,5
3065.3381942329497,0.0,-800.0,5
3255.191965217448,0.0,-900.0,5
3452.0362023106018,0.0,-1000.0,5
3654.18902231778,0.0,-1100.0,5
3857.8497094281197,0.0,-1200.0,5
4068.506449991901,0.0,-1300.0,5
4284.050505712591,0.0,-1400.0,5
4505.662057798415,0.0,-1500.0,5
4734.251960794452,0.0,-1600.0,5
4968.724892826844,0.0,-1700.0,5
5207.758647910885,0.0,-1800.0,5
5450.783327702648,0.0,-1900.0,5
5692.493361612763,0.0,-2000.0,5
5933.887807877363,20.0,-2100.0,5
6153.248649636348,20.0,-2100.0,5
6371.417287334365,13.354361191731456,-2100.0,5
6586.574988939904,0.0,-2133.2281940413427,5
6813.832552144227,0.0,-2233.2281940413427,5
7039.815983180518,0.0,-2333.2281940413427,5
7256.479783343117,0.0,-2433.2281940413427,5
7459.343482626327,0.0,-2533.2281940413427,5
7673.917102766321,0.0,-2633.2281940413427,5
7888.18412601797,0.0,-2733.2281940413427,5
8100.66320342306,0.0,-2833.2281940413427,5
8307.864230901438,0.0,-2933.2281940413427,5
8509.04382943043,0.0,-3033.2281940413427,5
8711.049238116384,0.0,-3133.2281940413427,5
8910.391619870637,0.0,-3233.2281940413427,5
9099.934358938262,0.0,-3333.2281940413427,5
9287.964756638534,0.0,-3433.2281940413427,5
9455.614291964843,20.0,-3533.2281940413427,5
9587.709255410347,20.0,-3533.2281940413427,5
9707.882286518392,60.0,-3533.2281940413427,5
9790.005744266979,60.0,-3333.2281940413427,5
9831.194772613155,80.0,-3133.2281940413427,5
9852.646782347985,64.86319806087013,-2833.2281940413427,5
9881.715805102314,40.0,-2608.912203736992,5
9942.766543454376,38.063254025430936,-2508.912203736992,5
10014.846439979503,10.35850851113078,-2418.5959336098376,5
10121.669750735959,20.0,-2466.8033910541835,5
10208.508146612674,0.0,-2466.8033910541835,5
10315.40727707507,0.0,-2566.8033910541835,5
10423.326503560767,0.0,-2666.8033910541835,5
10521.240357968427,0.0,-2766.8033910541835,5
10595.736657277947,0.0,-2866.8033910541835,5
10683.157429065579,0.0,-2966.8033910541835,5
10781.272872349487,20.0,-3066.8033910541835,5
10858.608499943015,20.0,-3066.8033910541835,5
10938.59986361904,20.0,-3066.8033910541835,5
11001.100858728354,20.0,-3066.8033910541835,5
11027.814787880196,12.094444319719248,-3066.8033910541835,5
11035.757561402652,0.0,-3106.3311694555873,5
11044.510327320044,0.0,-3206.3311694555873,5
11053.820789973623,0.0,-3306.3311694555873,5
11039.507463838892,20.0,-3406.3311694555873,5
10972.411795340924,0.0,-3406.3311694555873,5
10911.427921640792,0.0,-3506.3311694555873,5
10872.498748154929,0.0,-3606.3311694555873,5
10844.425650294574,20.0,-3706.3311694555873,5
10810.093114664587,40.0,-3706.3311694555873,5
10772.042830047656,40.0,-3606.3311694555873,5
10761.965948369963,29.436159765881733,-3506.3311694555873,5
10769.5885569089,20.0,-3459.1503706261788,5
10779.439396781858,40.0,-3459.1503706261788,5
10753.298740542648,40.0,-3359.1503706261788,5
10722.092842772387,40.0,-3259.1503706261788,5
10695.145678140905,31.655085789370098,-3159.1503706261788,5
10700.746793617123,20.0,-3100.8749416793285,5
10735.358660657092,18.705752636628,-3100.8749416793285,5
10741.12090312332,20.0,-3107.3461784961883,5
10745.026667914886,20.0,-3107.3461784961883,5
10747.986479164014,20.0,-3107.3461784961883,5
10764.946635112745,18.02251468403172,-3107.3461784961883,5
10804.2076847234,0.0,-3117.2336050760296,5
10870.643451848966,20.0,-3217.2336050760296,5
10941.028106348373,42.11139948708936,-3217.2336050760296,5
10992.204845928934,60.0,-3106.676607640583,5
11015.295891283837,60.0,-2906.676607640583,5
11042.15703641772,71.75426537202182,-2706.676607640583,5
11065.263340715812,80.0,-2447.9052807804737,5
11096.78577054729,96.5733058759863,-2147.9052807804737,5
11097.363361174388,100.0,-1765.0387514005422,5
11109.040207676906,92.34312053007413,-1365.0387514005422,5
11147.51249729463,65.39532099089107,-1003.3231487501715,5
11224.883398691276,60.0,-776.3465437957161,5
11305.28811907227,40.0,-576.3465437957161,5
11395.053536062987,60.0,-476.3465437957161,5
11439.339490421049,60.0,-276.3465437957161,5
11485.447800333246,9.924592875800746,-76.34654379571612,5
11579.027762201622,20.0,-126.72357941671238,5
11678.724196031853,20.0,-126.72357941671238,5
11768.339619885957,5.582359615091021,-126.72357941671238,5
11878.041408957424,0.0,-198.81178134125727,5
11973.01226743972,0.0,-298.8117813412573,5
12014.736018915803,0.0,-398.8117813412573,5
12058.192568215914,0.0,-498.8117813412573,5
12135.054902490687,0.0,-598.8117813412573,5
12218.257137682334,0.0,-698.8117813412573,5
12311.752859039969,0.0,-798.8117813412573,5
12393.186242190473,0.0,-898.8117813412573,5
12484.691551991824,0.0,-998.8117813412573,5
12571.05065667138,0.0,-1098.8117813412573,5
12668.909047656738,0.0,-1198.8117813412573,5
12763.970694760068,0.0,-1298.8117813412573,5
12836.020703494145,0.0,-1398.8117813412573,5
12902.03972139424,20.0,-1498.8117813412573,5
12886.451560545083,20.0,-1498.8117813412573,5
12863.430668238998,40.0,-1498.8117813412573,5
12830.95258702926,60.0,-1398.8117813412573,5
12801.52130795738,44.03421431060775,-1198.8117813412573,5
12825.48061531739,60.0,-1078.6407097882186,5
12849.215601253685,40.0,-878.6407097882186,5
12907.710433769767,40.0,-778.6407097882186,5
12999.957973359193,40.0,-678.6407097882186,5
13092.60985155799,80.0,-578.6407097882186,5
13132.828955703113,79.23933579084768,-278.6407097882186,5
13161.025390394358,40.0,17.555969166019793,5
13214.263987652614,35.554502314803706,117.55596916601979,5
13291.567633024053,30.92496391238535,195.32848074003832,5
13375.798572516891,20.0,249.95330030196507,5
13459.800373790564,20.0,249.95330030196507,5
13543.021545923484,20.0,249.95330030196507,5
13604.768949467845,20.0,249.95330030196507,5
13665.95196608961,60.0,249.95330030196507,5
13613.143950815234,40.0,449.9533003019651,5
