nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
5,0.0,0.0,0.0,1.0,0.0,100.0,0.0
5,10053.559370956356,0.0,0.0,1.0,3.75,96.25,-3.75
5,10942.029714342427,15.0,15.0,1.0,3.75,107.5,11.25
5,10035.53574492143,15.0,15.0,1.0,3.75,118.75,11.25
5,9424.557580723851,15.0,15.0,1.0,3.75,130.0,11.25
5,8967.929287494293,15.0,15.0,1.0,3.75,141.25,11.25
5,8619.683387743964,15.0,15.0,1.0,3.75,152.5,11.25
5,8321.746086195832,15.0,15.0,1.0,3.75,163.75,11.25
5,8086.401394906399,15.0,15.0,1.0,3.75,175.0,11.25
5,7894.3104083460785,15.0,15.0,1.0,3.75,186.25,11.25
5,7737.0329764109065,13.025466964534559,13.025466964534559,1.0,3.75,195.52546696453456,9.275466964534559
5,7604.104180338148,14.092525401085316,14.092525401085316,1.0,3.75,205.86799236561987,10.342525401085316
5,7480.706298748143,12.432214104316815,12.432214104316815,1.0,3.75,214.55020646993668,8.682214104316815
5,7375.301358888803,15.0,15.0,1.0,3.75,225.80020646993668,11.25
5,7291.291124648132,15.0,15.0,1.0,3.75,237.05020646993668,11.25
5,7204.954994801524,15.0,15.0,1.0,3.75,248.30020646993668,11.25
5,7134.749677750208,14.050666236086453,14.050666236086453,1.0,3.75,258.60087270602315,10.300666236086453
5,7063.092301167916,15.0,15.0,1.0,3.75,269.85087270602315,11.25
5,7003.202948146365,14.668293415967186,14.668293415967186,1.0,3.75,280.76916612199034,10.918293415967186
5,6951.32800018734,15.0,15.0,1.0,3.75,292.01916612199034,11.25
5,6902.273622748303,15.0,15.0,1.0,3.75,303.26916612199034,11.25
5,6859.025272644533,15.0,15.0,1.0,3.75,314.51916612199034,11.25
5,6824.398303919984,13.74838648227296,13.74838648227296,1.0,3.75,324.5175526042633,9.99838648227296
5,6782.3070245395875,15.0,15.0,1.0,3.75,335.7675526042633,11.25
5,6748.021292771685,15.0,15.0,1.0,3.75,347.0175526042633,11.25
5,6711.000978171885,13.279326535324802,13.279326535324802,1.0,3.75,356.5468791395881,9.529326535324802
5,6678.646706724102,15.0,15.0,1.0,3.75,367.7968791395881,11.25
5,6657.929519715055,15.0,15.0,1.0,3.75,379.0468791395881,11.25
5,6620.776906279527,13.460359053303991,13.460359053303991,1.0,3.75,388.7572381928921,9.710359053303991
5,6592.576219716461,15.0,15.0,1.0,3.75,400.0072381928921,11.25
5,6571.398678470639,15.0,15.0,1.0,3.75,411.2572381928921,11.25
5,6555.422384102435,15.0,15.0,1.0,3.75,422.5072381928921,11.25
5,6543.902859664384,15.0,15.0,1.0,3.75,433.7572381928921,11.25
5,6537.944533105094,12.87517747436841,12.87517747436841,1.0,3.75,442.8824156672605,9.12517747436841
5,6524.076036143901,15.0,15.0,1.0,3.75,454.1324156672605,11.25
5,6513.476546626222,15.0,15.0,1.0,3.75,465.3824156672605,11.25
5,6504.004122077852,15.0,15.0,1.0,3.75,476.6324156672605,11.25
5,6483.9576709122375,15.0,15.0,1.0,3.75,487.8824156672605,11.25
5,6466.5842687704035,15.0,15.0,1.0,3.75,499.1324156672605,11.25
5,6454.004379270343,15.0,15.0,1.0,3.75,510.3824156672605,11.25
5,6439.937022013472,14.48678937668451,14.48678937668451,1.0,3.75,521.119205043945,10.73678937668451
5,6422.231232290712,15.0,15.0,1.0,3.75,532.369205043945,11.25
5,6389.353700167591,13.879120629556862,13.879120629556862,1.0,3.75,542.4983256735019,10.129120629556862
5,6348.554295197692,15.0,15.0,1.0,3.75,553.7483256735019,11.25
5,6318.849519692877,15.0,15.0,1.0,3.75,564.9983256735019,11.25
5,6299.927468837281,15.0,15.0,1.0,3.75,576.2483256735019,11.25
5,6290.928769237704,15.0,15.0,1.0,3.75,587.4983256735019,11.25
5,6291.763033227317,15.0,15.0,1.0,3.75,598.7483256735019,11.25
5,6294.365203603134,14.629093766100382,14.629093766100382,1.0,3.75,609.6274194396022,10.879093766100382
5,6300.475503938392,15.0,15.0,1.0,3.75,620.8774194396022,11.25
5,6311.989789218626,13.295421474046035,13.295421474046035,1.0,3.75,630.4228409136483,9.545421474046035
5,6324.318687343441,13.444426298316245,13.444426298316245,1.0,3.75,640.1172672119645,9.694426298316245
5,6333.252459066442,15.0,15.0,1.0,3.75,651.3672672119645,11.25
5,6344.813251885194,15.0,15.0,1.0,3.75,662.6172672119645,11.25
5,6358.4237921288895,15.0,15.0,1.0,3.75,673.8672672119645,11.25
5,6346.41179998495,15.0,15.0,1.0,3.75,685.1172672119645,11.25
5,6330.855015025826,15.0,15.0,1.0,3.75,696.3672672119645,11.25
5,6295.514155229354,14.334254907193518,14.334254907193518,1.0,3.75,706.9515221191581,10.584254907193518
5,6274.345561875248,12.532425460559708,12.532425460559708,1.0,3.75,715.7339475797178,8.782425460559708
5,6258.679720598652,12.896143064740436,12.896143064740436,1.0,3.75,724.8800906444582,9.146143064740436
5,6245.104672459435,15.0,15.0,1.0,3.75,736.1300906444582,11.25
5,6231.695563392424,13.514464963073511,13.514464963073511,1.0,3.75,745.8945556075316,9.764464963073511
5,6235.034658503706,15.0,15.0,1.0,3.75,757.1445556075316,11.25
5,6245.084255384381,15.0,15.0,1.0,3.75,768.3945556075316,11.25
5,6256.780733901521,15.0,15.0,1.0,3.75,779.6445556075316,11.25
5,6268.285030307172,15.0,15.0,1.0,3.75,790.8945556075316,11.25
5,6282.415092478621,15.0,15.0,1.0,3.75,802.1445556075316,11.25
