nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
5,0.0,0.0,0.0,5.0,0.0,100.0,0.0
5,10104.711685221433,14.402952886167064,0.0,5.0,100.0,0.0,-100.0
5,10228.857570636243,0.0,72.01476443083533,5.0,100.0,-27.985235569164672,-27.985235569164672
5,10385.706265590268,0.0,0.0,5.0,100.0,-127.98523556916467,-100.0
5,10545.856189281354,0.0,0.0,5.0,100.0,-227.98523556916467,-100.0
5,10728.208065865845,0.0,0.0,5.0,100.0,-327.9852355691647,-100.0
5,10912.730219290643,0.0,0.0,5.0,100.0,-427.9852355691647,-100.0
5,11081.65646345704,25.89702251544574,0.0,5.0,100.0,-527.9852355691646,-100.0
5,11229.764594322098,0.0,129.4851125772287,5.0,100.0,-498.5001229919359,29.485112577228705
5,11377.572722709103,0.0,0.0,5.0,100.0,-598.5001229919359,-100.0
5,11540.539621932714,0.0,0.0,5.0,100.0,-698.5001229919359,-100.0
5,11703.56202014984,20.0,0.0,5.0,100.0,-798.5001229919359,-100.0
5,11849.402500786075,20.0,100.0,5.0,100.0,-798.5001229919359,0.0
5,11998.812790068678,60.0,100.0,5.0,100.0,-798.5001229919359,0.0
5,12113.729947037376,45.2446119017521,300.0,5.0,100.0,-598.5001229919359,200.0
5,12242.079769099135,60.0,226.2230595087605,5.0,100.0,-472.27706348317537,126.22305950876051
5,12338.759254049593,40.0,300.0,5.0,100.0,-272.27706348317537,200.0
5,12444.982401201092,40.0,200.0,5.0,100.0,-172.27706348317537,100.0
5,12544.296765511015,42.75257800912596,200.0,5.0,100.0,-72.27706348317537,100.0
5,12644.280499220436,60.0,213.7628900456298,5.0,100.0,41.485826562454434,113.7628900456298
5,12719.839110139892,40.0,300.0,5.0,100.0,241.48582656245443,200.0
5,12798.327518941976,40.0,200.0,5.0,100.0,341.48582656245446,100.0
5,12874.16098674094,73.06095402216908,200.0,5.0,100.0,441.48582656245446,100.0
5,12918.082615468134,76.75760866096388,365.3047701108454,5.0,100.0,706.7905966732999,265.3047701108454
5,12950.799332678322,40.03325750214199,383.78804330481944,5.0,100.0,990.5786399781193,283.78804330481944
5,13010.571716258572,40.0,200.16628751071,5.0,100.0,1090.7449274888293,100.16628751070999
5,13069.787791923636,40.0,200.0,5.0,100.0,1190.7449274888293,100.0
5,13129.55087028199,40.0,200.0,5.0,100.0,1290.7449274888293,100.0
5,13186.191761882466,0.49619696988912865,200.0,5.0,100.0,1390.7449274888293,100.0
5,13272.449933520824,0.0,2.480984849445643,5.0,100.0,1293.2259123382748,-97.51901515055435
5,13364.652386815109,0.0,0.0,5.0,100.0,1193.2259123382748,-100.0
5,13456.829812745797,0.0,0.0,5.0,100.0,1093.2259123382748,-100.0
5,13546.645369181782,0.0,0.0,5.0,100.0,993.2259123382748,-100.0
5,13652.102816498204,0.0,0.0,5.0,100.0,893.2259123382748,-100.0
5,13751.65802167787,20.0,0.0,5.0,100.0,793.2259123382748,-100.0
5,13830.517245016228,60.0,100.0,5.0,100.0,793.2259123382748,0.0
5,13847.0740983146,60.0,300.0,5.0,100.0,993.2259123382748,200.0
5,13820.120518092323,59.95448139799055,300.0,5.0,100.0,1193.2259123382748,200.0
5,13792.534145530195,47.9216527401101,299.77240698995274,5.0,100.0,1392.9983193282276,199.77240698995274
