fish_stock,capture,income,nb_trawlers
0.0,0.0,0.0,4
21129.709529160456,40.0,0.0,4
20440.98995107177,46.16172050707083,120.0,4
20014.008612541988,37.69172460922335,270.80860253535417,4
19728.942912277125,0.0,379.26722558147094,4
19576.23439353726,0.0,299.26722558147094,4
19485.49240287982,0.0,219.26722558147094,4
19444.817922411647,0.0,139.26722558147094,4
19416.711961465833,0.0,59.26722558147094,4
19394.30164339154,0.0,-20.73277441852906,4
19398.785196071985,0.0,-100.73277441852906,4
19421.395427860516,20.0,-180.73277441852906,4
19420.561938265615,40.0,-160.73277441852906,4
19426.254723997274,40.0,-40.73277441852906,4
19446.86638185474,40.0,79.26722558147094,4
19476.722218988532,26.46855950980377,199.26722558147094,4
19518.611853906998,0.0,251.6100231304898,4
19617.48167758105,0.0,171.6100231304898,4
19727.08604043418,20.0,91.6100231304898,4
19830.631733402024,40.0,111.6100231304898,4
19908.641141090346,38.25995191651972,231.6100231304898,4
19992.449313375393,40.0,342.90978271308836,4
20060.529435111766,60.0,462.90978271308836,4
20084.360952490133,60.0,682.9097827130884,4
20167.24381970629,51.868216091546664,902.9097827130884,4
20262.00733707345,40.0,1082.2508631708217,4
20350.578541488805,40.0,1202.2508631708217,4
20442.358774627577,40.0,1322.2508631708217,4
20529.699178800507,40.0,1442.2508631708217,4
20611.7948257198,40.0,1562.2508631708217,4
20697.047303284493,40.0,1682.2508631708217,4
20775.744198468117,16.019823859547923,1802.2508631708217,4
20880.532609369202,0.0,1802.3499824685614,4
21006.251477854676,20.0,1722.3499824685614,4
21117.03192497032,60.0,1742.3499824685614,4
21178.638609154183,60.0,1962.3499824685614,4
21239.995901641465,60.0,2182.3499824685614,4
21293.01161079875,80.0,2402.3499824685614,4
21310.50378906115,80.0,2722.3499824685614,4
21334.585643596845,76.6699636868866,3042.3499824685614,4
21372.888925804295,80.0,3345.6998009029944,4
21421.59501980133,72.65641746186216,3665.6998009029944,4
21466.688153740615,29.127528198508294,3948.9818882123054,4
21524.583100712585,40.0,4014.619529204847,4
21562.274753466907,20.0,4134.619529204847,4
21589.668522403237,21.76327211569107,4154.619529204847,4
21604.32446407599,40.0,4183.435889783303,4
21600.340352714367,49.90091548021956,4303.435889783303,4
21603.479295095534,60.0,4472.9404671844,4
21610.559855106447,40.0,4692.9404671844,4
21628.54714146691,51.80941063316267,4812.9404671844,4
21631.909155458954,48.59641657965269,4991.987520350213,4
21635.625418721032,40.0,5154.969603248477,4
21614.329352621633,20.0,5274.969603248477,4
21585.41765410208,20.0,5294.969603248477,4
21564.497090173496,40.0,5314.969603248477,4
21548.14586271864,40.0,5434.969603248477,4
21550.166078766866,29.55873739911177,5554.969603248477,4
21543.840880154446,40.0,5622.763290244036,4
21519.10025461657,40.0,5742.763290244036,4
21506.694984460337,60.0,5862.763290244036,4
21513.267077235734,60.0,6082.763290244036,4
21512.59364740586,51.961395719639434,6302.763290244036,4
21512.236058256956,60.0,6482.570268842233,4
21483.212637219538,46.537567593139656,6702.570268842233,4
21479.711450349852,60.0,6855.258106807932,4
21471.070170761486,66.52634097277141,7075.258106807932,4
21473.51742396969,65.85832003453211,7327.889811671788,4
21444.219898326104,23.965788705904583,7577.181411844449,4
21456.407488641213,20.0,7617.010355373972,4
21494.44145587952,20.0,7637.010355373972,4
21563.026479719985,40.0,7657.010355373972,4
21622.27930160827,59.585908248971094,7777.010355373972,4
21672.604922125654,40.0,7994.939896618827,4
21730.60910548793,28.59451478363762,8114.939896618827,4
21784.818403123507,40.0,8177.912470537015,4
21825.58919182518,60.0,8297.912470537016,4
21850.536829657656,60.0,8517.912470537016,4
21880.689048079388,60.0,8737.912470537016,4
21915.560120599737,40.0,8957.912470537016,4
21923.399999418558,40.0,9077.912470537016,4
21923.234315571346,37.361651657187245,9197.912470537016,4
21957.799246746585,27.638502040966593,9304.720728822953,4
22007.231383994906,40.0,9362.913239027786,4
22035.265418397583,40.0,9482.913239027786,4
22063.963710040633,40.0,9602.913239027786,4
22081.79211387588,40.0,9722.913239027786,4
22098.60921240395,40.0,9842.913239027786,4
22131.85483545318,31.534338083728816,9962.913239027786,4
22169.746422713477,40.0,10040.58492944643,4
22213.137002521522,40.0,10160.58492944643,4
22275.018857242496,40.0,10280.58492944643,4
22324.04342027218,31.947184118797107,10400.58492944643,4
