nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
5,0.0,0.0,0.0,5.0,0.0,100.0,0.0
5,9571.60586287017,46.988214212682934,0.0,5.0,100.0,0.0,-100.0
5,9625.217230389144,36.66924285113636,234.94107106341465,5.0,100.0,134.94107106341465,134.94107106341465
5,9709.82249867839,37.19735436204637,183.3462142556818,5.0,100.0,218.28728531909644,83.34621425568179
5,9801.93115355946,40.0,185.98677181023186,5.0,100.0,304.2740571293283,85.98677181023186
5,9898.35665074483,3.985647401502822,200.0,5.0,100.0,404.2740571293283,100.0
5,10035.571385557892,0.0,19.92823700751411,5.0,100.0,324.2022941368424,-80.07176299248589
5,10177.95732631875,0.0,0.0,5.0,100.0,224.2022941368424,-100.0
5,10319.893107101892,20.0,0.0,5.0,100.0,124.2022941368424,-100.0
5,10443.532703817218,20.0,100.0,5.0,100.0,124.2022941368424,0.0
5,10569.699453521336,20.0,100.0,5.0,100.0,124.2022941368424,0.0
5,10690.066238206451,20.0,100.0,5.0,100.0,124.2022941368424,0.0
5,10790.118563829486,19.69424306043937,100.0,5.0,100.0,124.2022941368424,0.0
5,10858.478737738398,36.66113552536636,98.47121530219684,5.0,100.0,122.67350943903924,-1.528784697803161
5,10931.593390584872,40.0,183.30567762683182,5.0,100.0,205.97918706587106,83.30567762683182
5,11011.507438580575,28.678126203703084,200.0,5.0,100.0,305.9791870658711,100.0
5,11066.525297148626,20.0,143.39063101851542,5.0,100.0,349.3698180843865,43.39063101851542
5,11131.549605088492,1.0044862207522463,100.0,5.0,100.0,349.3698180843865,0.0
5,11226.469510639949,86.50199985378791,5.022431103761232,5.0,100.0,254.39224918814773,-94.97756889623876
5,11246.56772071317,100.0,432.50999926893957,5.0,100.0,586.9022484570874,332.50999926893957
5,11255.754560663298,80.32197551391472,500.0,5.0,100.0,986.9022484570874,400.0
5,11260.249504025833,60.0,401.6098775695736,5.0,100.0,1288.512126026661,301.6098775695736
5,11293.94210355627,100.0,300.0,5.0,100.0,1488.512126026661,200.0
5,11277.08028735484,82.13250311501449,500.0,5.0,100.0,1888.512126026661,400.0
5,11287.345130386762,83.44912045473873,410.66251557507246,5.0,100.0,2199.1746416017336,310.66251557507246
5,11272.327183243038,60.0,417.2456022736937,5.0,100.0,2516.4202438754273,317.2456022736937
5,11286.39071912034,58.15541384294637,300.0,5.0,100.0,2716.4202438754273,200.0
5,11312.948186310656,19.175231249377795,290.7770692147319,5.0,100.0,2907.1973130901592,190.7770692147319
5,11370.14431735268,0.0,95.87615624688898,5.0,100.0,2903.073469337048,-4.123843753111018
5,11433.512568015647,20.0,0.0,5.0,100.0,2803.073469337048,-100.0
5,11489.178434509953,20.0,100.0,5.0,100.0,2803.073469337048,0.0
