nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
20,6290.17114437638,0.0,0.0,1.0,15.0,85.0,-15.0
20,6821.406547370258,32.00000000000001,32.00000000000001,1.0,15.0,102.0,17.000000000000007
20,6528.509717860257,32.00000000000001,32.00000000000001,1.0,15.0,119.0,17.000000000000007
20,6307.394195158574,31.92280436496833,31.92280436496833,1.0,15.0,135.92280436496833,16.92280436496833
20,6114.637585322954,31.39783936028653,31.39783936028653,1.0,15.0,152.32064372525485,16.39783936028653
20,5961.061137177281,31.91077881326315,31.91077881326315,1.0,15.0,169.23142253851802,16.91077881326315
20,5848.508970785192,26.973171007162293,26.973171007162293,1.0,15.0,181.20459354568032,11.973171007162293
20,5766.75647695416,19.2,19.2,1.0,15.0,185.4045935456803,4.199999999999999
20,5704.190823349826,19.2,19.2,1.0,15.0,189.6045935456803,4.199999999999999
20,5655.7302653422985,19.2,19.2,1.0,15.0,193.8045935456803,4.199999999999999
20,5614.115894004582,19.2,19.2,1.0,15.0,198.00459354568028,4.199999999999999
20,5570.21580724698,19.018012193881916,19.018012193881916,1.0,15.0,202.0226057395622,4.0180121938819156
20,5537.668507016219,19.2,19.2,1.0,15.0,206.2226057395622,4.199999999999999
20,5496.805229959843,32.00000000000001,32.00000000000001,1.0,15.0,223.2226057395622,17.000000000000007
20,5462.980688884508,32.00000000000001,32.00000000000001,1.0,15.0,240.2226057395622,17.000000000000007
20,5432.061995682278,32.00000000000001,32.00000000000001,1.0,15.0,257.2226057395622,17.000000000000007
20,5408.49705808088,31.057402224199215,31.057402224199215,1.0,15.0,273.2800079637614,16.057402224199215
20,5391.396646733704,32.00000000000001,32.00000000000001,1.0,15.0,290.2800079637614,17.000000000000007
20,5382.094760293465,31.015740731080026,31.015740731080026,1.0,15.0,306.29574869484145,16.015740731080026
20,5372.622755819892,32.00000000000001,32.00000000000001,1.0,15.0,323.29574869484145,17.000000000000007
20,5364.513637368598,30.938224310900363,30.938224310900363,1.0,15.0,339.2339730057418,15.938224310900363
20,5353.98520550353,31.5873834534184,31.5873834534184,1.0,15.0,355.8213564591602,16.5873834534184
20,5335.036478005044,32.00000000000001,32.00000000000001,1.0,15.0,372.8213564591602,17.000000000000007
20,5319.340393089612,31.169320277682413,31.169320277682413,1.0,15.0,388.9906767368426,16.169320277682413
20,5304.8646459606725,32.00000000000001,32.00000000000001,1.0,15.0,405.9906767368426,17.000000000000007
20,5293.672219855664,31.241907209931036,31.241907209931036,1.0,15.0,422.2325839467736,16.241907209931036
20,5279.5203798757175,32.00000000000001,32.00000000000001,1.0,15.0,439.2325839467736,17.000000000000007
20,5266.936939510185,32.00000000000001,32.00000000000001,1.0,15.0,456.2325839467736,17.000000000000007
20,5255.317598697739,32.00000000000001,32.00000000000001,1.0,15.0,473.2325839467736,17.000000000000007
20,5244.964027134816,27.49515327378485,27.49515327378485,1.0,15.0,485.7277372205585,12.495153273784851
20,5225.054552899957,28.800000000000008,28.800000000000008,1.0,15.0,499.5277372205585,13.800000000000008
20,5207.881183770832,28.77099340083941,28.77099340083941,1.0,15.0,513.2987306213979,13.770993400839409
20,5193.797683301512,30.284565349435187,30.284565349435187,1.0,15.0,528.5832959708331,15.284565349435187
20,5186.216371800164,22.400000000000002,22.400000000000002,1.0,15.0,535.9832959708331,7.400000000000002
20,5178.251968667141,25.169357592399326,25.169357592399326,1.0,15.0,546.1526535632324,10.169357592399326
20,5166.544846534041,30.40000000000001,30.40000000000001,1.0,15.0,561.5526535632324,15.40000000000001
20,5139.8299569841465,30.40000000000001,30.40000000000001,1.0,15.0,576.9526535632324,15.40000000000001
20,5118.760254799558,30.40000000000001,30.40000000000001,1.0,15.0,592.3526535632324,15.40000000000001
20,5100.449336552361,32.00000000000001,32.00000000000001,1.0,15.0,609.3526535632324,17.000000000000007
20,5087.622800217393,32.00000000000001,32.00000000000001,1.0,15.0,626.3526535632324,17.000000000000007
20,5038.300641947733,32.00000000000001,32.00000000000001,1.0,15.0,643.3526535632324,17.000000000000007
20,5001.822605882538,32.00000000000001,32.00000000000001,1.0,15.0,660.3526535632324,17.000000000000007
20,4980.620559793395,23.359296840869824,23.359296840869824,1.0,15.0,668.7119504041021,8.359296840869824
20,4974.469405172305,20.8,20.8,1.0,15.0,674.5119504041021,5.800000000000001
20,4956.710840827131,27.200000000000006,27.200000000000006,1.0,15.0,686.7119504041021,12.200000000000006
20,4935.892624653727,32.00000000000001,32.00000000000001,1.0,15.0,703.7119504041021,17.000000000000007
20,4919.982130312573,32.00000000000001,32.00000000000001,1.0,15.0,720.7119504041021,17.000000000000007
20,4915.147365035281,26.50685369954172,26.50685369954172,1.0,15.0,732.2188041036438,11.506853699541718
20,4907.6909188552445,32.00000000000001,32.00000000000001,1.0,15.0,749.2188041036438,17.000000000000007
20,4896.467082154208,32.00000000000001,32.00000000000001,1.0,15.0,766.2188041036438,17.000000000000007
20,4887.465427168642,32.00000000000001,32.00000000000001,1.0,15.0,783.2188041036438,17.000000000000007
20,4884.638623232994,31.267061069587793,31.267061069587793,1.0,15.0,799.4858651732317,16.267061069587793
20,4890.06298950156,31.008606911714637,31.008606911714637,1.0,15.0,815.4944720849463,16.008606911714637
20,4893.656193287406,32.00000000000001,32.00000000000001,1.0,15.0,832.4944720849463,17.000000000000007
20,4899.828425652448,32.00000000000001,32.00000000000001,1.0,15.0,849.4944720849463,17.000000000000007
20,4905.057769539294,32.00000000000001,32.00000000000001,1.0,15.0,866.4944720849463,17.000000000000007
