fish_stock,capture,income,nb_trawlers
0.0,0.0,0.0,3
20298.281210526162,0.0,0.0,3
19806.024458570933,0.0,-80.0,3
19492.98566673236,0.0,-140.0,3
19289.190074602448,0.0,-200.0,3
19172.08849363697,0.0,-260.0,3
19096.48075007189,0.0,-320.0,3
19081.120383454156,40.0,-380.0,3
19068.977947438954,40.0,-240.0,3
19090.021416511503,40.0,-100.0,3
19147.683876225783,40.0,40.0,3
19191.582744507326,40.0,180.0,3
19264.67950419703,8.264673303041723,320.0,3
19365.567108675525,20.0,301.3233665152086,3
19423.553221096943,20.0,341.3233665152086,3
19479.292292004026,20.0,381.3233665152086,3
19536.49721262486,20.0,421.3233665152086,3
19609.4915275327,20.0,461.3233665152086,3
19666.791713102644,14.829340547048535,501.3233665152086,3
19761.45955518369,20.0,515.4700692504513,3
19867.867700663963,20.0,555.4700692504513,3
19972.95624453149,60.0,595.4700692504513,3
20035.280975502545,60.0,835.4700692504513,3
20087.438371688342,38.49137313721785,1075.4700692504512,3
20176.313534912893,47.72010535053211,1207.9269349365404,3
20245.607605929912,41.0673238274154,1386.527461689201,3
20301.841959975696,52.76464854766424,1531.8640808262778,3
20286.385287676127,46.213123490082864,1735.687323564599,3
20266.40693678321,60.0,1906.7529410150132,3
20266.739072776658,47.17897726281878,2146.752941015013,3
20289.476443670177,48.49377601391026,2322.6478273291073,3
20308.603979360672,20.0,2505.1167073986585,3
20369.773769571308,20.0,2545.1167073986585,3
20437.101102194076,20.0,2585.1167073986585,3
20500.39190261285,20.0,2625.1167073986585,3
20531.373940860754,20.0,2665.1167073986585,3
20553.431706884574,15.333603060905826,2705.1167073986585,3
20584.868114135825,20.0,2721.7847227031875,3
20629.71288777084,20.0,2761.7847227031875,3
20690.454656617876,20.0,2801.7847227031875,3
20756.701389517606,20.0,2841.7847227031875,3
20784.521526910183,20.0,2881.7847227031875,3
20800.305019195897,20.0,2921.7847227031875,3
20847.857183231597,20.0,2961.7847227031875,3
20889.929389165805,20.0,3001.7847227031875,3
20949.802194839303,20.0,3041.7847227031875,3
20960.003208742688,20.0,3081.7847227031875,3
20960.172341768546,6.7260556749949565,3121.7847227031875,3
21003.889691843706,0.0,3095.4150010781623,3
21058.653539710926,0.0,3035.4150010781623,3
21092.580598383516,0.0,2975.4150010781623,3
21068.86207528674,20.0,2915.4150010781623,3
21046.966235811087,20.0,2955.4150010781623,3
21028.69217511985,20.0,2995.4150010781623,3
20979.098920915567,20.0,3035.4150010781623,3
20955.617396277376,20.0,3075.4150010781623,3
20951.278403663044,47.6195380181823,3115.4150010781623,3
20917.168676314806,38.71297729138445,3293.5126911690736,3
20919.262086683026,60.0,3427.0775776259957,3
20936.330148481054,60.0,3667.0775776259957,3
20960.172279012193,60.0,3907.0775776259957,3
20984.659681077403,60.0,4147.077577625996,3
20966.565486053547,44.9578705555237,4387.077577625996,3
20946.490895330913,60.0,4551.866930403615,3
20932.86468843143,60.0,4791.866930403615,3
